[18:09:40] src/nnvm/legacy_json_util.cc:209: Loading symbol saved by previous version v0.8.0. Attempting to upgrade...
[18:09:40] src/nnvm/legacy_json_util.cc:217: Symbol successfully upgraded!
[18:09:40] src/io/iter_image_recordio_2.cc:172: ImageRecordIOParser2: ./caltech-256-10-train.rec, use 2 threads for decoding..
2019-12-17 18:34:46,504 Batch 26 update time: 0.03431129455566406 secs
2019-12-17 18:34:46,508 Batch 26 update metric time 0.0027310848236083984 secs
2019-12-17 18:34:46,508 Batch 26 prepare time 0.00036334991455078125 secs
2019-12-17 18:34:46,509 End Batch callbacks time 0.00027179718017578125 secs
2019-12-17 18:34:47,841 Batch 27 compute time: 1.3303437232971191 secs
2019-12-17 18:34:47,874 Batch 27 update time: 0.03238940238952637 secs
2019-12-17 18:34:47,877 Batch 27 update metric time 0.002663850784301758 secs
2019-12-17 18:34:47,879 Batch 27 prepare time 0.0005900859832763672 secs
2019-12-17 18:34:47,879 End Batch callbacks time 0.0002751350402832031 secs
2019-12-17 18:34:49,212 Batch 28 compute time: 1.3310136795043945 secs
2019-12-17 18:34:49,247 Batch 28 update time: 0.03449726104736328 secs
2019-12-17 18:34:49,250 Batch 28 update metric time 0.0028533935546875 secs
2019-12-17 18:34:49,251 Batch 28 prepare time 0.0003216266632080078 secs
2019-12-17 18:34:49,251 End Batch callbacks time 0.00010657310485839844 secs
2019-12-17 18:34:50,592 Batch 29 compute time: 1.3388123512268066 secs
2019-12-17 18:34:50,627 Batch 29 update time: 0.035050153732299805 secs
2019-12-17 18:34:50,632 Batch 29 update metric time 0.003951311111450195 secs
2019-12-17 18:34:50,633 Batch 29 prepare time 0.00041794776916503906 secs
2019-12-17 18:34:50,633 End Batch callbacks time 9.965896606445312e-05 secs
2019-12-17 18:34:51,968 Batch 30 compute time: 1.3330285549163818 secs
2019-12-17 18:34:52,005 Batch 30 update time: 0.03666949272155762 secs
2019-12-17 18:34:52,008 Batch 30 update metric time 0.0027387142181396484 secs
2019-12-17 18:34:52,009 Batch 30 prepare time 0.00033402442932128906 secs
2019-12-17 18:34:52,009 Epoch[6] Batch [20-30]	Speed: 11.64 samples/sec	accuracy=0.937500
2019-12-17 18:34:52,010 End Batch callbacks time 0.0008151531219482422 secs
2019-12-17 18:34:53,341 Batch 31 compute time: 1.3295464515686035 secs
2019-12-17 18:34:53,382 Batch 31 update time: 0.039737701416015625 secs
2019-12-17 18:34:53,385 Batch 31 update metric time 0.002969503402709961 secs
2019-12-17 18:34:53,386 Batch 31 prepare time 0.00030922889709472656 secs
2019-12-17 18:34:53,386 End Batch callbacks time 0.00019049644470214844 secs
2019-12-17 18:34:54,722 Batch 32 compute time: 1.3339204788208008 secs
2019-12-17 18:34:54,756 Batch 32 update time: 0.0340726375579834 secs
2019-12-17 18:34:54,760 Batch 32 update metric time 0.002763986587524414 secs
2019-12-17 18:34:54,761 Batch 32 prepare time 0.0005877017974853516 secs
2019-12-17 18:34:54,761 End Batch callbacks time 0.0002682209014892578 secs
2019-12-17 18:34:56,098 Batch 33 compute time: 1.3349123001098633 secs
2019-12-17 18:34:56,132 Batch 33 update time: 0.03392958641052246 secs
2019-12-17 18:34:56,136 Batch 33 update metric time 0.0028328895568847656 secs
2019-12-17 18:34:56,136 Batch 33 prepare time 0.00033283233642578125 secs
2019-12-17 18:34:56,137 End Batch callbacks time 0.00010251998901367188 secs
2019-12-17 18:34:57,461 Batch 34 compute time: 1.3226606845855713 secs
2019-12-17 18:34:57,496 Batch 34 update time: 0.03462409973144531 secs
2019-12-17 18:34:57,499 Batch 34 update metric time 0.0027031898498535156 secs
2019-12-17 18:34:57,500 Batch 34 prepare time 0.0005054473876953125 secs
2019-12-17 18:34:57,501 End Batch callbacks time 0.00019502639770507812 secs
2019-12-17 18:34:58,829 Batch 35 compute time: 1.3263447284698486 secs
2019-12-17 18:34:58,866 Batch 35 update time: 0.03720259666442871 secs
2019-12-17 18:34:58,870 Batch 35 update metric time 0.0032994747161865234 secs
2019-12-17 18:34:58,871 Batch 35 prepare time 0.0003399848937988281 secs
2019-12-17 18:34:58,871 End Batch callbacks time 0.00011277198791503906 secs
2019-12-17 18:35:00,205 Batch 36 compute time: 1.3315293788909912 secs
2019-12-17 18:35:00,241 Batch 36 update time: 0.036126136779785156 secs
2019-12-17 18:35:00,244 Batch 36 update metric time 0.002733945846557617 secs
2019-12-17 18:35:00,245 Batch 36 prepare time 0.0004639625549316406 secs
2019-12-17 18:35:00,246 End Batch callbacks time 0.00018167495727539062 secs
2019-12-17 18:35:01,575 Batch 37 compute time: 1.3278508186340332 secs
2019-12-17 18:35:01,613 Batch 37 update time: 0.037706613540649414 secs
2019-12-17 18:35:01,617 Batch 37 update metric time 0.002714872360229492 secs
2019-12-17 18:35:01,617 Batch 37 prepare time 0.00031304359436035156 secs
2019-12-17 18:35:01,618 End Batch callbacks time 0.00017690658569335938 secs
2019-12-17 18:35:02,943 Batch 38 compute time: 1.3238883018493652 secs
2019-12-17 18:35:02,978 Batch 38 update time: 0.03389620780944824 secs
2019-12-17 18:35:02,981 Batch 38 update metric time 0.002817869186401367 secs
2019-12-17 18:35:02,982 Batch 38 prepare time 0.0004954338073730469 secs
2019-12-17 18:35:02,982 End Batch callbacks time 0.00010156631469726562 secs
2019-12-17 18:35:04,311 Batch 39 compute time: 1.3269972801208496 secs
2019-12-17 18:35:04,346 Batch 39 update time: 0.034856557846069336 secs
2019-12-17 18:35:04,350 Batch 39 update metric time 0.0027778148651123047 secs
2019-12-17 18:35:04,350 Batch 39 prepare time 0.00031256675720214844 secs
2019-12-17 18:35:04,351 End Batch callbacks time 0.00016689300537109375 secs
2019-12-17 18:35:05,677 Batch 40 compute time: 1.3247060775756836 secs
2019-12-17 18:35:05,711 Batch 40 update time: 0.03404092788696289 secs
2019-12-17 18:35:05,715 Batch 40 update metric time 0.002705097198486328 secs
2019-12-17 18:35:05,715 Batch 40 prepare time 0.00034117698669433594 secs
2019-12-17 18:35:05,716 Epoch[6] Batch [30-40]	Speed: 11.67 samples/sec	accuracy=0.912500
2019-12-17 18:35:05,716 End Batch callbacks time 0.0004584789276123047 secs
2019-12-17 18:35:07,053 Batch 41 compute time: 1.3356964588165283 secs
2019-12-17 18:35:07,090 Batch 41 update time: 0.03599262237548828 secs
2019-12-17 18:35:07,093 Batch 41 update metric time 0.0026717185974121094 secs
2019-12-17 18:35:07,094 Batch 41 prepare time 0.0005009174346923828 secs
2019-12-17 18:35:07,094 End Batch callbacks time 0.00018715858459472656 secs
2019-12-17 18:35:08,423 Batch 42 compute time: 1.3275141716003418 secs
2019-12-17 18:35:08,460 Batch 42 update time: 0.03628706932067871 secs
2019-12-17 18:35:08,463 Batch 42 update metric time 0.0024483203887939453 secs
2019-12-17 18:35:08,464 Batch 42 prepare time 0.00035858154296875 secs
2019-12-17 18:35:08,464 End Batch callbacks time 0.0002722740173339844 secs
2019-12-17 18:35:09,807 Batch 43 compute time: 1.3409459590911865 secs
2019-12-17 18:35:09,846 Batch 43 update time: 0.03887009620666504 secs
2019-12-17 18:35:09,850 Batch 43 update metric time 0.002704620361328125 secs
2019-12-17 18:35:09,851 Batch 43 prepare time 0.0005350112915039062 secs
2019-12-17 18:35:09,851 End Batch callbacks time 0.0001766681671142578 secs
2019-12-17 18:35:11,188 Batch 44 compute time: 1.3343498706817627 secs
2019-12-17 18:35:11,222 Batch 44 update time: 0.03413558006286621 secs
2019-12-17 18:35:11,225 Batch 44 update metric time 0.0025565624237060547 secs
2019-12-17 18:35:11,226 Batch 44 prepare time 0.0003218650817871094 secs
2019-12-17 18:35:11,226 End Batch callbacks time 0.00018143653869628906 secs
2019-12-17 18:35:12,569 Batch 45 compute time: 1.3414368629455566 secs
2019-12-17 18:35:12,602 Batch 45 update time: 0.032568931579589844 secs
2019-12-17 18:35:12,606 Batch 45 update metric time 0.002604961395263672 secs
2019-12-17 18:35:12,607 Batch 45 prepare time 0.0005321502685546875 secs
2019-12-17 18:35:12,607 End Batch callbacks time 0.0002808570861816406 secs
2019-12-17 18:35:13,948 Batch 46 compute time: 1.3395097255706787 secs
2019-12-17 18:35:13,982 Batch 46 update time: 0.03363204002380371 secs
2019-12-17 18:35:13,986 Batch 46 update metric time 0.0025620460510253906 secs
2019-12-17 18:35:13,986 Batch 46 prepare time 0.00033473968505859375 secs
2019-12-17 18:35:13,987 End Batch callbacks time 0.00024890899658203125 secs
2019-12-17 18:35:15,330 Batch 47 compute time: 1.3413162231445312 secs
2019-12-17 18:35:15,364 Batch 47 update time: 0.03444862365722656 secs
2019-12-17 18:35:15,368 Batch 47 update metric time 0.002692699432373047 secs
2019-12-17 18:35:15,368 Batch 47 prepare time 0.0004734992980957031 secs
2019-12-17 18:35:15,369 End Batch callbacks time 0.00018095970153808594 secs
2019-12-17 18:35:16,698 Batch 48 compute time: 1.3279731273651123 secs
2019-12-17 18:35:16,737 Batch 48 update time: 0.038251399993896484 secs
2019-12-17 18:35:16,740 Batch 48 update metric time 0.002695322036743164 secs
2019-12-17 18:35:16,741 Batch 48 prepare time 0.0003209114074707031 secs
2019-12-17 18:35:16,741 End Batch callbacks time 0.00018095970153808594 secs
2019-12-17 18:35:18,074 Batch 49 compute time: 1.3304784297943115 secs
2019-12-17 18:35:18,110 Batch 49 update time: 0.036006927490234375 secs
2019-12-17 18:35:18,113 Batch 49 update metric time 0.0026388168334960938 secs
2019-12-17 18:35:18,114 Batch 49 prepare time 0.00031304359436035156 secs
2019-12-17 18:35:18,114 End Batch callbacks time 0.000186920166015625 secs
2019-12-17 18:35:19,452 Batch 50 compute time: 1.336557149887085 secs
2019-12-17 18:35:19,487 Batch 50 update time: 0.034101247787475586 secs
2019-12-17 18:35:19,490 Batch 50 update metric time 0.0026998519897460938 secs
2019-12-17 18:35:19,491 Batch 50 prepare time 0.0004825592041015625 secs
2019-12-17 18:35:19,492 Epoch[6] Batch [40-50]	Speed: 11.61 samples/sec	accuracy=0.918750
2019-12-17 18:35:19,492 End Batch callbacks time 0.0004668235778808594 secs
2019-12-17 18:35:20,824 Batch 51 compute time: 1.3303844928741455 secs
2019-12-17 18:35:20,864 Batch 51 update time: 0.040140390396118164 secs
2019-12-17 18:35:20,867 Batch 51 update metric time 0.002739429473876953 secs
2019-12-17 18:35:20,868 Batch 51 prepare time 0.0002944469451904297 secs
2019-12-17 18:35:20,868 End Batch callbacks time 0.00017309188842773438 secs
2019-12-17 18:35:22,210 Batch 52 compute time: 1.3398964405059814 secs
2019-12-17 18:35:22,247 Batch 52 update time: 0.03627586364746094 secs
2019-12-17 18:35:22,250 Batch 52 update metric time 0.0029480457305908203 secs
2019-12-17 18:35:22,251 Batch 52 prepare time 0.000583648681640625 secs
2019-12-17 18:35:22,252 End Batch callbacks time 0.00016689300537109375 secs
2019-12-17 18:35:23,597 Batch 53 compute time: 1.3427846431732178 secs
2019-12-17 18:35:23,629 Batch 53 update time: 0.03232979774475098 secs
2019-12-17 18:35:23,633 Batch 53 update metric time 0.0027093887329101562 secs
2019-12-17 18:35:23,633 Batch 53 prepare time 0.00037407875061035156 secs
2019-12-17 18:35:23,634 End Batch callbacks time 0.00018858909606933594 secs
2019-12-17 18:35:24,977 Batch 54 compute time: 1.3407037258148193 secs
2019-12-17 18:35:25,013 Batch 54 update time: 0.035228729248046875 secs
2019-12-17 18:35:25,016 Batch 54 update metric time 0.002695322036743164 secs
2019-12-17 18:35:25,017 Batch 54 prepare time 0.0006017684936523438 secs
2019-12-17 18:35:25,018 End Batch callbacks time 0.0005013942718505859 secs
2019-12-17 18:35:26,360 Batch 55 compute time: 1.3403258323669434 secs
2019-12-17 18:35:26,393 Batch 55 update time: 0.032816171646118164 secs
2019-12-17 18:35:26,397 Batch 55 update metric time 0.0026445388793945312 secs
2019-12-17 18:35:26,397 Batch 55 prepare time 0.00033354759216308594 secs
2019-12-17 18:35:26,398 End Batch callbacks time 0.000270843505859375 secs
2019-12-17 18:35:27,734 Batch 56 compute time: 1.3336765766143799 secs
2019-12-17 18:35:27,768 Batch 56 update time: 0.033312320709228516 secs
2019-12-17 18:35:27,771 Batch 56 update metric time 0.002774953842163086 secs
2019-12-17 18:35:27,772 Batch 56 prepare time 0.0005509853363037109 secs
2019-12-17 18:35:27,773 End Batch callbacks time 0.0002734661102294922 secs
2019-12-17 18:35:29,120 Batch 57 compute time: 1.3457722663879395 secs
2019-12-17 18:35:29,152 Batch 57 update time: 0.03109264373779297 secs
2019-12-17 18:35:29,155 Batch 57 update metric time 0.0025000572204589844 secs
2019-12-17 18:35:29,156 Batch 57 prepare time 0.00041365623474121094 secs
2019-12-17 18:35:29,157 End Batch callbacks time 0.00017595291137695312 secs
2019-12-17 18:35:30,502 Batch 58 compute time: 1.3427433967590332 secs
2019-12-17 18:35:30,545 Batch 58 update time: 0.04299783706665039 secs
2019-12-17 18:35:30,549 Batch 58 update metric time 0.0036258697509765625 secs
2019-12-17 18:35:30,550 Batch 58 prepare time 0.00028777122497558594 secs
2019-12-17 18:35:30,550 End Batch callbacks time 0.00011134147644042969 secs
2019-12-17 18:35:31,883 Batch 59 compute time: 1.3317770957946777 secs
2019-12-17 18:35:31,919 Batch 59 update time: 0.034909725189208984 secs
2019-12-17 18:35:31,922 Batch 59 update metric time 0.0025463104248046875 secs
2019-12-17 18:35:31,923 Batch 59 prepare time 0.0005900859832763672 secs
2019-12-17 18:35:31,923 End Batch callbacks time 0.00016164779663085938 secs
2019-12-17 18:35:33,256 Batch 60 compute time: 1.3306140899658203 secs
2019-12-17 18:35:33,301 Batch 60 update time: 0.04117107391357422 secs
2019-12-17 18:35:33,305 Batch 60 update metric time 0.0028057098388671875 secs
2019-12-17 18:35:33,305 Batch 60 prepare time 0.00033855438232421875 secs
2019-12-17 18:35:33,306 Epoch[6] Batch [50-60]	Speed: 11.58 samples/sec	accuracy=0.925000
2019-12-17 18:35:33,307 End Batch callbacks time 0.0009415149688720703 secs
2019-12-17 18:35:34,651 Batch 61 compute time: 1.341888427734375 secs
2019-12-17 18:35:34,688 Batch 61 update time: 0.03642392158508301 secs
2019-12-17 18:35:34,691 Batch 61 update metric time 0.0027196407318115234 secs
2019-12-17 18:35:34,692 Batch 61 prepare time 0.000522613525390625 secs
2019-12-17 18:35:34,693 End Batch callbacks time 0.00026154518127441406 secs
2019-12-17 18:35:36,027 Batch 62 compute time: 1.331993818283081 secs
2019-12-17 18:35:36,061 Batch 62 update time: 0.03343939781188965 secs
2019-12-17 18:35:36,064 Batch 62 update metric time 0.0027179718017578125 secs
2019-12-17 18:35:36,065 Batch 62 prepare time 0.0003135204315185547 secs
2019-12-17 18:35:36,065 End Batch callbacks time 0.00025653839111328125 secs
2019-12-17 18:35:37,404 Batch 63 compute time: 1.336601972579956 secs
2019-12-17 18:35:37,438 Batch 63 update time: 0.03354907035827637 secs
2019-12-17 18:35:37,441 Batch 63 update metric time 0.0023827552795410156 secs
2019-12-17 18:35:37,443 Batch 63 prepare time 0.001903533935546875 secs
2019-12-17 18:35:37,444 End Batch callbacks time 0.0001068115234375 secs
2019-12-17 18:35:38,776 Batch 64 compute time: 1.3306005001068115 secs
2019-12-17 18:35:38,812 Batch 64 update time: 0.035188913345336914 secs
2019-12-17 18:35:38,815 Batch 64 update metric time 0.0024809837341308594 secs
2019-12-17 18:35:38,816 Batch 64 prepare time 0.0003204345703125 secs
2019-12-17 18:35:38,816 End Batch callbacks time 0.0001552104949951172 secs
2019-12-17 18:35:40,159 Batch 65 compute time: 1.340284824371338 secs
2019-12-17 18:35:40,194 Batch 65 update time: 0.03508114814758301 secs
2019-12-17 18:35:40,197 Batch 65 update metric time 0.0025489330291748047 secs
2019-12-17 18:35:40,198 Batch 65 prepare time 0.0005130767822265625 secs
2019-12-17 18:35:40,199 End Batch callbacks time 0.00028014183044433594 secs
2019-12-17 18:35:41,520 Batch 66 compute time: 1.318871021270752 secs
2019-12-17 18:35:41,555 Batch 66 update time: 0.035101890563964844 secs
2019-12-17 18:35:41,558 Batch 66 update metric time 0.002420663833618164 secs
2019-12-17 18:35:41,559 Batch 66 prepare time 0.00033664703369140625 secs
2019-12-17 18:35:41,560 End Batch callbacks time 0.00017404556274414062 secs
2019-12-17 18:35:42,899 Batch 67 compute time: 1.3376238346099854 secs
2019-12-17 18:35:42,934 Batch 67 update time: 0.03452014923095703 secs
2019-12-17 18:35:42,937 Batch 67 update metric time 0.0024704933166503906 secs
2019-12-17 18:35:42,938 Batch 67 prepare time 0.00035452842712402344 secs
2019-12-17 18:35:42,939 End Batch callbacks time 0.0003495216369628906 secs
2019-12-17 18:35:44,284 Batch 68 compute time: 1.3430695533752441 secs
2019-12-17 18:35:44,318 Batch 68 update time: 0.03410744667053223 secs
2019-12-17 18:35:44,321 Batch 68 update metric time 0.002445220947265625 secs
2019-12-17 18:35:44,322 Batch 68 prepare time 0.0005459785461425781 secs
2019-12-17 18:35:44,323 End Batch callbacks time 0.00016498565673828125 secs
2019-12-17 18:35:45,663 Batch 69 compute time: 1.3379769325256348 secs
2019-12-17 18:35:45,698 Batch 69 update time: 0.034615516662597656 secs
2019-12-17 18:35:45,701 Batch 69 update metric time 0.0026597976684570312 secs
2019-12-17 18:35:45,702 Batch 69 prepare time 0.00032806396484375 secs
2019-12-17 18:35:45,702 End Batch callbacks time 0.0001876354217529297 secs
2019-12-17 18:35:47,038 Batch 70 compute time: 1.3338377475738525 secs
2019-12-17 18:35:47,076 Batch 70 update time: 0.038168907165527344 secs
2019-12-17 18:35:47,079 Batch 70 update metric time 0.0027191638946533203 secs
2019-12-17 18:35:47,080 Batch 70 prepare time 0.0005383491516113281 secs
2019-12-17 18:35:47,081 Epoch[6] Batch [60-70]	Speed: 11.62 samples/sec	accuracy=0.931250
2019-12-17 18:35:47,082 End Batch callbacks time 0.0007491111755371094 secs
2019-12-17 18:35:48,413 Batch 71 compute time: 1.3294405937194824 secs
2019-12-17 18:35:48,449 Batch 71 update time: 0.03597092628479004 secs
2019-12-17 18:35:48,452 Batch 71 update metric time 0.0024242401123046875 secs
2019-12-17 18:35:48,453 Batch 71 prepare time 0.0003864765167236328 secs
2019-12-17 18:35:48,453 End Batch callbacks time 0.00016498565673828125 secs
2019-12-17 18:35:49,785 Batch 72 compute time: 1.3295538425445557 secs
2019-12-17 18:35:49,822 Batch 72 update time: 0.03636908531188965 secs
2019-12-17 18:35:49,825 Batch 72 update metric time 0.0024559497833251953 secs
2019-12-17 18:35:49,826 Batch 72 prepare time 0.0005068778991699219 secs
2019-12-17 18:35:49,827 End Batch callbacks time 0.0002357959747314453 secs
2019-12-17 18:35:51,160 Batch 73 compute time: 1.3309457302093506 secs
2019-12-17 18:35:51,194 Batch 73 update time: 0.03383183479309082 secs
2019-12-17 18:35:51,197 Batch 73 update metric time 0.002588033676147461 secs
2019-12-17 18:35:51,198 Batch 73 prepare time 0.0003559589385986328 secs
2019-12-17 18:35:51,199 End Batch callbacks time 0.0003287792205810547 secs
2019-12-17 18:35:52,546 Batch 74 compute time: 1.3453025817871094 secs
2019-12-17 18:35:52,583 Batch 74 update time: 0.03660988807678223 secs
2019-12-17 18:35:52,586 Batch 74 update metric time 0.002489805221557617 secs
2019-12-17 18:35:52,587 Batch 74 prepare time 0.0006134510040283203 secs
2019-12-17 18:35:52,588 End Batch callbacks time 0.00017261505126953125 secs
2019-12-17 18:35:53,926 Batch 75 compute time: 1.335637092590332 secs
2019-12-17 18:35:53,963 Batch 75 update time: 0.03664755821228027 secs
2019-12-17 18:35:53,966 Batch 75 update metric time 0.0024576187133789062 secs
2019-12-17 18:35:53,968 Batch 75 prepare time 0.0018644332885742188 secs
2019-12-17 18:35:53,969 End Batch callbacks time 0.00020313262939453125 secs
2019-12-17 18:35:55,313 Batch 76 compute time: 1.3427824974060059 secs
2019-12-17 18:35:55,348 Batch 76 update time: 0.03473830223083496 secs
2019-12-17 18:35:55,352 Batch 76 update metric time 0.0026481151580810547 secs
2019-12-17 18:35:55,352 Batch 76 prepare time 0.0003540515899658203 secs
2019-12-17 18:35:55,353 End Batch callbacks time 0.00025177001953125 secs
2019-12-17 18:35:56,686 Batch 77 compute time: 1.330493688583374 secs
2019-12-17 18:35:56,720 Batch 77 update time: 0.03406810760498047 secs
2019-12-17 18:35:56,723 Batch 77 update metric time 0.002465963363647461 secs
2019-12-17 18:35:56,724 Batch 77 prepare time 0.0005235671997070312 secs
2019-12-17 18:35:56,725 End Batch callbacks time 0.00016689300537109375 secs
2019-12-17 18:35:58,055 Batch 78 compute time: 1.327448844909668 secs
2019-12-17 18:35:58,081 Batch 78 update time: 0.026316165924072266 secs
2019-12-17 18:35:58,085 Batch 78 update metric time 0.003052949905395508 secs
2019-12-17 18:35:58,086 Batch 78 prepare time 0.0003464221954345703 secs
2019-12-17 18:35:58,087 End Batch callbacks time 0.00026607513427734375 secs
2019-12-17 18:35:59,411 Batch 79 compute time: 1.323024034500122 secs
2019-12-17 18:35:59,447 Batch 79 update time: 0.03547024726867676 secs
2019-12-17 18:35:59,450 Batch 79 update metric time 0.0024526119232177734 secs
2019-12-17 18:35:59,451 Batch 79 prepare time 0.0004718303680419922 secs
2019-12-17 18:35:59,452 End Batch callbacks time 0.00010824203491210938 secs
2019-12-17 18:36:00,780 Batch 80 compute time: 1.326828956604004 secs
2019-12-17 18:36:00,817 Batch 80 update time: 0.03635263442993164 secs
2019-12-17 18:36:00,820 Batch 80 update metric time 0.002557516098022461 secs
2019-12-17 18:36:00,820 Batch 80 prepare time 0.0003383159637451172 secs
2019-12-17 18:36:00,821 Epoch[6] Batch [70-80]	Speed: 11.65 samples/sec	accuracy=0.956250
2019-12-17 18:36:00,821 End Batch callbacks time 0.0004401206970214844 secs
2019-12-17 18:36:02,142 Batch 81 compute time: 1.3192822933197021 secs
2019-12-17 18:36:02,177 Batch 81 update time: 0.034777164459228516 secs
2019-12-17 18:36:02,180 Batch 81 update metric time 0.0026111602783203125 secs
2019-12-17 18:36:02,181 Batch 81 prepare time 0.0004661083221435547 secs
2019-12-17 18:36:02,181 End Batch callbacks time 0.00010776519775390625 secs
2019-12-17 18:36:03,508 Batch 82 compute time: 1.3242805004119873 secs
2019-12-17 18:36:03,544 Batch 82 update time: 0.03597211837768555 secs
2019-12-17 18:36:03,547 Batch 82 update metric time 0.002471446990966797 secs
2019-12-17 18:36:03,548 Batch 82 prepare time 0.0003094673156738281 secs
2019-12-17 18:36:03,548 End Batch callbacks time 0.00010204315185546875 secs
2019-12-17 18:36:04,879 Batch 83 compute time: 1.329521894454956 secs
2019-12-17 18:36:04,913 Batch 83 update time: 0.03318452835083008 secs
2019-12-17 18:36:04,916 Batch 83 update metric time 0.0027925968170166016 secs
2019-12-17 18:36:04,917 Batch 83 prepare time 0.0004978179931640625 secs
2019-12-17 18:36:04,917 End Batch callbacks time 0.0001125335693359375 secs
2019-12-17 18:36:06,244 Batch 84 compute time: 1.325073480606079 secs
2019-12-17 18:36:06,284 Batch 84 update time: 0.03961634635925293 secs
2019-12-17 18:36:06,287 Batch 84 update metric time 0.0025682449340820312 secs
2019-12-17 18:36:06,288 Batch 84 prepare time 0.00036978721618652344 secs
2019-12-17 18:36:06,288 End Batch callbacks time 0.00010538101196289062 secs
2019-12-17 18:36:07,617 Batch 85 compute time: 1.3274028301239014 secs
2019-12-17 18:36:07,650 Batch 85 update time: 0.031976938247680664 secs
2019-12-17 18:36:07,653 Batch 85 update metric time 0.0025908946990966797 secs
2019-12-17 18:36:07,653 Batch 85 prepare time 0.0003132820129394531 secs
2019-12-17 18:36:07,654 End Batch callbacks time 0.00010776519775390625 secs
2019-12-17 18:36:08,998 Batch 86 compute time: 1.342409372329712 secs
2019-12-17 18:36:09,035 Batch 86 update time: 0.03674936294555664 secs
2019-12-17 18:36:09,038 Batch 86 update metric time 0.0027878284454345703 secs
2019-12-17 18:36:09,039 Batch 86 prepare time 0.0005152225494384766 secs
2019-12-17 18:36:09,040 End Batch callbacks time 0.00019049644470214844 secs
2019-12-17 18:36:10,386 Batch 87 compute time: 1.344581127166748 secs
2019-12-17 18:36:10,421 Batch 87 update time: 0.034536123275756836 secs
2019-12-17 18:36:10,424 Batch 87 update metric time 0.0026962757110595703 secs
2019-12-17 18:36:10,425 Batch 87 prepare time 0.0003075599670410156 secs
2019-12-17 18:36:10,425 End Batch callbacks time 0.00018739700317382812 secs
2019-12-17 18:36:11,781 Batch 88 compute time: 1.3543219566345215 secs
2019-12-17 18:36:11,818 Batch 88 update time: 0.03608441352844238 secs
2019-12-17 18:36:11,821 Batch 88 update metric time 0.002367258071899414 secs
2019-12-17 18:36:11,822 Batch 88 prepare time 0.00040602684020996094 secs
2019-12-17 18:36:11,822 End Batch callbacks time 0.00010776519775390625 secs
2019-12-17 18:36:13,154 Batch 89 compute time: 1.329991340637207 secs
2019-12-17 18:36:13,185 Batch 89 update time: 0.03118276596069336 secs
2019-12-17 18:36:13,189 Batch 89 update metric time 0.0026433467864990234 secs
2019-12-17 18:36:13,189 Batch 89 prepare time 0.00030517578125 secs
2019-12-17 18:36:13,190 End Batch callbacks time 0.00018906593322753906 secs
2019-12-17 18:36:14,524 Batch 90 compute time: 1.3329906463623047 secs
2019-12-17 18:36:14,561 Batch 90 update time: 0.0364987850189209 secs
2019-12-17 18:36:14,564 Batch 90 update metric time 0.002485036849975586 secs
2019-12-17 18:36:14,565 Batch 90 prepare time 0.0005517005920410156 secs
2019-12-17 18:36:14,566 Epoch[6] Batch [80-90]	Speed: 11.64 samples/sec	accuracy=0.956250
2019-12-17 18:36:14,567 End Batch callbacks time 0.0008106231689453125 secs
2019-12-17 18:36:15,898 Batch 91 compute time: 1.330047607421875 secs
2019-12-17 18:36:15,934 Batch 91 update time: 0.03558158874511719 secs
2019-12-17 18:36:15,938 Batch 91 update metric time 0.0026655197143554688 secs
2019-12-17 18:36:15,938 Batch 91 prepare time 0.0004432201385498047 secs
2019-12-17 18:36:15,939 End Batch callbacks time 0.0002608299255371094 secs
2019-12-17 18:36:17,285 Batch 92 compute time: 1.344252109527588 secs
2019-12-17 18:36:17,321 Batch 92 update time: 0.03536057472229004 secs
2019-12-17 18:36:17,324 Batch 92 update metric time 0.0025429725646972656 secs
2019-12-17 18:36:17,325 Batch 92 prepare time 0.0005953311920166016 secs
2019-12-17 18:36:17,326 End Batch callbacks time 0.00024318695068359375 secs
2019-12-17 18:36:18,679 Batch 93 compute time: 1.3508899211883545 secs
2019-12-17 18:36:18,714 Batch 93 update time: 0.03515005111694336 secs
2019-12-17 18:36:18,717 Batch 93 update metric time 0.002574443817138672 secs
2019-12-17 18:36:18,718 Batch 93 prepare time 0.00036525726318359375 secs
2019-12-17 18:36:18,719 End Batch callbacks time 0.0002741813659667969 secs
2019-12-17 18:36:20,061 Batch 94 compute time: 1.3399863243103027 secs
2019-12-17 18:36:20,095 Batch 94 update time: 0.033753156661987305 secs
2019-12-17 18:36:20,098 Batch 94 update metric time 0.0024487972259521484 secs
2019-12-17 18:36:20,099 Batch 94 prepare time 0.00040841102600097656 secs
2019-12-17 18:36:20,099 End Batch callbacks time 0.00015211105346679688 secs
2019-12-17 18:36:21,443 Batch 95 compute time: 1.3420889377593994 secs
2019-12-17 18:36:21,471 Batch 95 update time: 0.027956724166870117 secs
2019-12-17 18:36:21,475 Batch 95 update metric time 0.0027570724487304688 secs
2019-12-17 18:36:21,475 Batch 95 prepare time 0.0005009174346923828 secs
2019-12-17 18:36:21,476 End Batch callbacks time 9.965896606445312e-05 secs
2019-12-17 18:36:22,811 Batch 96 compute time: 1.3335084915161133 secs
2019-12-17 18:36:22,847 Batch 96 update time: 0.035436153411865234 secs
2019-12-17 18:36:22,850 Batch 96 update metric time 0.0026445388793945312 secs
2019-12-17 18:36:22,851 Batch 96 prepare time 0.0003809928894042969 secs
